"","title","point","review"
"206","미나리","9","내밀하고 진솔한 경험이 우리 삶의 놀라운 찬가가 되다."
"207","구라, 베토벤","10","제 인생 두번째 독립영화에요. 강추에요. 지루하지 않게 잘 봤어요"
"208","미나리","10","미국은 애초에 태생적으로 “이민자”의 나라다.. 아메리칸 드림을 이뤄내고자 하는 다양한 인종의 사람들이, 저마다의 사연을 가지고, 그들의 장점들을 최대한 되살려 직업에 종사했고, 결과적으로 세계 최강국의 원동력의 중요한 한 부분이 되었다. 그 중 분명 이민자의 서러움을 이겨낸 가족의 힘도 포함돼 있다..."
"209","몬스터 헌터","10","이거...게임 원작이예요...  스토리가 이상하네?! 싶었는데 게임 원작이고 몬스터도 게임에 나오는것들.... 영화끝나고 찾아보니 이해가 가더라구요. 아무런 배경지식없이 보신분들 읭(?) 할 수 있지만, 눈요깃거리로는 나쁘지않아요. 평점테러가 많아서 10점 줍니다. 유플티비로 결제하고 봤어요~"
"210","극장판 귀멸의 칼날: 무한열차편","8","원작을 뛰어넘는 작화, 실사 영화와 같은 영상미가 끝내줬습니다. 칼이라는 다른 문화에서는 이질적인 요소를 따뜻한 영상과 스토리로 풀어낸 수작이라고 생각합니다."
"211","극장판 귀멸의 칼날: 무한열차편","10","아무것도 모르는 상태에서 봤는데도 몰입감 있고 재밌었습니다!"
"212","디스터비아","1","처음에 주인공 극혐이네 망원경으로 여자 관찰 하는거 토쏠리네 그 얼굴로"
"213","라따뚜이","7","아메리칸쉐프 보세요~"
"214","철없는 아내와 파란만장한 남편, 그리고 태권소녀","8","사실 이런영화... 많아져야합니다! 감독의 정신세계가 궁금해지는 영화"
"215","승리호","1","cg만 신경썼나봄 외국에선 어떻게 볼지 창피하다"
"216","승리호","9","한국배우만 나왔으면 어색했겠지만 이런 배경에 외국인들도 많이 나오고 그 속에 한국인이 잘 스며들어 자연스러워 보였음. CG는 국내 영화중 역대급이었고. 스토리는 평타. 송중기 연기실력이 더 는거같음. 연기력도 다들 굳. 스토리는 평범하긴 했지만 송중기가 회상씬 연기가 좋아서 나름 감동적이었음."
"217","코드명 J","5","2021년에 일본이 세계패권을 잡는걸 당연하게 생각했던 시대..1995년!"
"218","나는 내일, 어제의 너와 만난다","10","누군가에겐 처음이 가슴 아프고 끝은 설렌다"
"219","몬스터 헌터","3","아니 ㅜㅜ CG, 연출 좋은데 원작을 살렸어야지 시공간을 왜 이동한거냐? 아 왜!"
"220","승리호","9","감동 순간도 아니고 반전부분(우주로 도망치는신)에서 순간 눈물이 났다 왜눈물 났는지도 모르겠다 그이후 계속 눈물이 난다 감동에 희열에 그리고우리나라 영화발전에 강력추천하고 싶다개인적으로 한국영화를 매우싫어한다 재미없어서물론 좋아하는 영화도 몇개 있다 신세계, 7번방의선물,등등 한손으로 꼽을 정도다 그런데 이영화 정말개쩐다 안봤다면 후회했을정도다개인적으로 아쉬운건 태호의활약 너무 없다는거 평이 높다는거 알지만 나도 애아빠라서 그런것 같다"
"221","궁합","1","희대의 거품 연예인 이승기. 연기도 못해 노래도 어정쩡."
"222","극장판 귀멸의 칼날: 무한열차편","10","최근에 본 애니중 최곱니다하나도 부족함없이 절 채워줬네요시즌2 유곽편 TV방송 눈빠지게 기다리는중입니다무한열차 보시기전 시즌1 애니 꼭 보시고 관람하시면 제가 느낀 느낌 그대로 받으실거라고 생각합니다"
"223","극장판 귀멸의 칼날: 무한열차편","5","헉 오덕들 아직도 많네 ㅋㅋㅋㅋ 반일불매운동도 이제 거의 끝나가는듯 하구만"
"224","더블패티","2","이걸봐? 대단하네 보는사람들 무슨 생각으로 보는걸까나?"
"225","스파이","9","문소리 아줌마 연기 현실성 오짐ㅋㅋ"
"226","미션 파서블","6","모르겠어요 도대체 무슨"
"227","터미네이터: 미래전쟁의 시작","4","몇 번을 봐도 각본이 쓰레기라는 점만 확인한다. 애초에 마커스라는 캐릭터는 없어야 했고, 존 코너와 카일 리스 위주로 암울한 미래를 충실히 그려냈어도 충분했을 텐데. 시작 40분만에 등장하는 거대 로봇과 오토바이 로봇 장면이 전부. 다시는 안보기 위한 평점을 남긴다"
"228","6월의 일기","5","좀 더 짜임새있었으면 괜찮은 스릴러가 되었을텐대. 아쉽"
"229","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠 돌려주세요...."
"230","입을 연 석류","10","배경이 추억을 돋게 하는 한국명작.  차분하게  당시의  버스.택시.서민들의 집. 다방. 술집. 나이트크럽 등등  당시의 여러 부분을 보면서  의외로 재미가 있는 작품."
"231","콘스탄트 가드너","8","코로나도 혹시 제약사들의 빅플랜?"
"232","고백","10","저예산 독립영화를 cgv에서 볼수있어서 좋았고 낯선얼굴의 연기자들의 연기가 신선했고 연출 영상미 좋았고 박하선씨 자전거타는모습이 예뻤습니다"
"233","몬스터 헌터","1","보면서 영화 불가사리+에이리언2020+레인오브파이어 생각났음ㅋ 생김새만 다르고 특징 그대로 따온 몬스터들ㅋㅋ 개인적으로 여기서 밀라요보비치 연기도 별로... 그냥 영화 전체적으로 별로임ㅋ 메가로돈 본 뒤로 중국자본영화 믿고 거른다 였는데 지인때문에 뭔지도 모르고 봤다가....ㅋ 심지어 쿠키영상도 있음ㅋ 2탄 예고인듯?ㄷㄷㄷ"
"234","미션 파서블","10","진짜 세상 개재밌음 이  영화를 보면 다들 김영광한테 빠짐 진짜 김영광은 꾸미는거보다 후질근 한게 더 잘생긴거같다 진짜 사랑스러움 ㅠㅠ"
"235","리틀드래곤 코코넛2: 정글대탐험","2","아이와영화는거의다봤지만이렇게재미없고지루한영화는처음이였어요..영화좋아하는우리아이도 계속재미없다고지루하다해서 중간까지보다가나갔네요다른 애니메이션은 아이들뿐아니라제가봐도집중되고 재밌던데이건 영.. 실망스럽네요"
"236","이웃집 스타","10","진짜 재밌다 진짜 내인생 영화이다"
"237","소울","10","디즈니의 화려한 애니메이션과 별개로, 내용만 봤을 때, 너무 이상적이어서 괴리감이 들었다. 그래서 평점대비 그저 그런 영화라고 생각하고 나왔다. 근데 영화를 보고 나서 바람을 맞을 때, 햇살을 맞을 때, 바람이랑 햇살이 시원하고 따뜻하게 ""느껴진다"". 잠시 멈춰서 햇살과 바람을 느끼게 된다. 세상을 이렇게 순수하게 살 수 있다면 얼마나 좋을까."
"238","카오스 워킹","6","티비광고보고 7년만에 보러간 영화라 너무 기대가 컸나봅니다. 광고에서는 엄청 긴장되고 스펙타클 해보였으나 영화보는 내내 언제쯤 그런장면이 나오는지 기다리다  영화가 끝나네요요즘 영화들이 이제 안방용 영화들인가 봅니다.티비에 올라오면 봐도 될뻔한 영화였어요 메인주제 자체는 참신했으나 스토리 연개성이 떨어지는 편이었어요기억에 남는게 별로없는 영화였습니다."
"239","극장판 귀멸의 칼날: 무한열차편","10","마지막 10분 좀 넘는 전투씬은 역대 본 애니 중 최고였습니다."
"240","나이브스 아웃","10","돈보다 사람을 중시할 때 돈은 그냥 따라온다."
"241","날씨의 아이","10","모든게 완벽했던 영화다 .. 신카이마코토는 단언컨대 천재이다/.. 모든 장면과 인물 하나하나가 사회에서 볼수있는 공감적인요소들이 많아서 더 몰입할수있었다 ..특히 날씨의아이 ost는 정말 좋다.. 그랜드이스케이프틀때 온몸에 전율이 흐르면서 숨죽이면서 보았다  내마음속 영화 1위이다"
"242","반드시 잡는다","4","스토리가 너무 진부하다.."
"243","짝패","10","액션신이 최고입니다 ㅎ헤"
"244","새해전야","1","2021년도에 이런 영화가 나올 수 있다니 그저 신기할 뿐... 아니 왜 평점 빵점이 없는 거야. 1점 주는 것도 아까워보긴 정말 처음이다. 에휴.. 정신차려라 진짜 이런 걸 영화라고 만들고 싶냐? 오글거리는 게 문제가 아니라 그냥 이런 건 스크린에 걸면 안되는 거야. 연기도 평가가 안 되는 영화야. 영화가 너무 구리고 구닥다리라 그냥 다 못 해보여서. 타겟으로 삼은 연령층이 영유아기 연령이라면 이해가 가능하긴 해."
"245","소울","10","일단 보세요"
"246","소울","10","나중에 나에게 아이가 생긴다면, 꼭 같이 보고 싶은 영화"
"247","승리호","10","넷플릭스에서 봤는데 영화관에서 안본게 후회될 정도로 너무 재밌게봤어요 아역들의 연기와 승리호의 주연들 케미가 장난 아니네요 연출력, 스토리 또한 탄탄해서 시간가는줄 몰랐어요 진짜ㅠㅠ꽃님이 순이 꽃길만 걸었으면♡"
"248","극장판 귀멸의 칼날: 무한열차편","10","미쳤어요 귀칼애니부터 진짜영상미오짐 제발빨리2기방영부탁드립니다 현기증나요"
"249","미션 파서블","10","배우분들 연기를 잘해서 양화도 재밌습니다"
"250","뱅가드","1","뱅가드 때문에 컴터 존나 끊김 안티핵 프로그램이랍시고 컴퓨터 말아잡수실 일 있나"
"251","기생충","8","슬픈현실이었다. 우리는 모두 기생충이었고 현실표현이 잘되었다."
"252","미스터 고","8","이 영화는 평점이 지나치게 낮은듯. 쿵푸허슬 같은 코믹 판타지인데, SF 블록버스터 잣대를 들이댄건 아닌지. 물론 김용화 특유의 코믹신파가 스토리를 더 망치긴 했지만. 제발 신파 좀 버리길. 징징은 그만."
"253","죽지않는 인간들의 밤","10","와 진짜 기대안하고 킬링타임용으로 틀어서 봤는데 너무 재밌네요ㅋㅋㅋ"
"254","라스트 레터","7","슬펏다. 지워지지 않는 사랑의 기억의 덧없음이여..."
"255","특수부대 전랑2","1","내용 개ㅎㅌㅊ 눈버림 그냥 안보는거 추천"
"256","라스트 레터","2","감성은 90년대 그대로. 하고있는 이야기도 그때 그대로. 디렉팅도 했던만큼만 했어도 봐줄만은 할텐데. 표현력은 수준이 퇴보한듯"
"257","완벽한 타인","10","많은것을 깨닫게 해주는 영화입니다 사회적 비판 요소도 적절히 들어가있고 몰입도가 높아 재밌게 보았습니다."
"258","극한직업","10","보는 내내 다른 생각 안하게 해주는 기분좋은 영화였어요 감동과 의미를 전달하는 영화도 좋지만 이렇게 코믹하게 웃게해주는 영화도 너무 좋네요"
"259","특수부대 전랑2","1","수준낮은 짱kkae 국뽕영화"
"260","귀여운 남자","1","발연기에 발음도 제대로 안되는 사람들을 데려다 그것도  배우라고..사실 감상포인트 없음..."
"261","82년생 김지영","9","하도 욕 하길래 안 보다가 이제야 봤는데좋은 영화네요 재밌게 잘 받습니다"
"262","극장판 귀멸의 칼날: 무한열차편","10","아...진짜 띵작 ㅠㅠㅠ 렌고쿠 사랑해.."
"263","플라이트","10","덴젤워싱턴의 알코올중독 연기가 끝내준다. 개인적으로 로버트 저메키스 감독의 다른 영화들보다 훨씬 더 좋았다."
"264","먼 훗날 우리","10","배경 ,영상미, 음악 , 배우들 연기 다 미쳤다 오랫만에 첫사랑 감정 느끼게 해 준 너무 아름다운 영화 , 인생영화 한편 저장"
"265","해피 디 데이","10","강아지는 사람보다 사람마음을 더 잘 아는...절대로 배신하지 않는 친구 입니다. 너무 재밌고 사랑스런 영화에요"
"266","라스트 레터","7","여주는 이뻤다"
"267","국제수사","1","감상포인트 없음은 왜 없는거죠? 너무 유치하고 재미없었습니다."
"268","투모로우","10","진짜 이영화가 현실이 될까봐 무섭다ㅠ"
"269","매그놀리아","10","행복을 제외한 모든 감정들을 소름끼치게 느낄수 있었다."
"270","돌아온다","8","씬스틸러 최병장 ㅋㅋ 정극 연기도 진짜 잘하네요"
"271","카고","10","막판에 폭풍 즙 짜냈다...죽어서까지도 딸 사랑ㅠㅠ아빠엄마 몫까지 잘 살아야 돼, 로지ㅠㅠ"
"272","혈의 누","10","한국 영화중 최고다"
"273","카오스 워킹","5","이병헌이 백X산에 출연하는거나...매즈 미켈슨이 이 영화에 출연하는거나...도찐개찐(웃음)"
"274","유전","10","우리 이영화 안본걸로합니다."
"275","승리호","10","재밌따 꽃님이 너무 기엽다"
"276","#살아있다","6","음... 걍 개연성읎구, 죙일 집에만 있다가, 잠깐 다른 집갔다가 옥상올라가고 끝나서,,,싱겁고,,, 시간도 짧긴 한디, 걍 시간때올때 볼만해유~~ 진짜 좀비 연기자들이랑, 유아인이 연기덕에 봤다"
"277","방라잔 2 : 결전의 날","9","방라잔2결전의날 짱"
"278","용순","1","시나리오 개판에 배우들 연기 개판에 심지어 매력도없어서 몰입력을 저하시킴 ; 이딴영화 상준 영화제는 뭔생각인지"
"279","베리드","7","산소야 고마워 산소야 고마워"
"280","변신","9","뭔가 부족한게 한두개 있는 느낌이지만 괜춘괜춘"
"281","몬스터 헌터","2","게임의 실사화는 사실 사일런트힐 이외에는 별 기대하지않는다는 점을 감안하고 감상해도 이건 좀 이상타 리오레우스 다아블로스 네르스큐라 고어마가라는 놀라울정도로 CG나 모션디테일, 포효까지 게임과 비슷하게 구현해서 몰입감이 생길뻔하다가도 생태계 구현포기, 스토리 전개 포기, 세계관 구현 포기 등등 정작 중요한 부분이 너덜너덜하다.또 OST는 누가 만든건지 정말....이런거 왠만하면 안남기는데 이거는 참....각 몬스터 CG 구경 빼곤 아무리 쥐어짜도 칭찬거리가 없는 영화."
"282","완벽한 타인","10","실은 얘네 별로 안친한듯 합니다"
"283","세자매","9","많은 생각을 하게 해주는 영화입니다몹시 불편하면서도 동시에 북받쳐 눈물이 나네요"
"284","극장판 귀멸의 칼날: 무한열차편","10","가정교육의 중요성 매우 중요합니다"
"285","미져리","10","30년된 영환데 지금 봐도 너무 재밌음 ㅋㅋㅋㅋ 애니 넘 무섭"
"286","라플라스의 마녀","2","일본은 배우 대부분 연기가 부자연스러움. 그래서 안 봤음."
"287","에반게리온: Q","8","방심하다 깼다"
"288","해바라기","10","소피아 로렌 영화 찾아보다 . 뜨악 이영화 보다 사랑이 너무 슬퍼서 울었네요 꼭보세요"
"289","세자매","10","어휴.. 진짜 대한민국 대변영화인줄 ㅠㅠ 모든 장면이 다 현실이고 울컥한다옛날에 자식들에게 하는 표현 방식들은 왤케 폭력적이였으까요 ㅠ지금 부모님들이 보면 마음에 위로를 받으시지 않으까 하는 영화 인거 같아요 주연조연할꺼없이 연기라고 안 믿길 만큼 표정부터 대사하나까지 너무 좋았던 영화!!2020년 올해를 이 영화로 시작하는 느낌입니다"
"290","2012","8","cg만으로도 큰점수를 먹고 들어가는영화 엔진 스따뜨는 보너스"
"291","원더 우먼 1984","10","엄마랑 같이 봤씁니다 평점이 너무 안좋아서 볼려다가 안보려했는데 그냥 봤는데 너무 재밌게봤어요 저희는;;진심으로;;; 감동적이고 메세지도 좋고 갈 가돗 너무 이쁘고 액션도 좋고 연기도 좋고 전 다 좋았어요;;"
"292","간츠","6","이건...원작을 본 내 잘못을 탓할께...원작을 안봐야 좋은 영화"
"293","브로큰 플라워","6","기묘하게 잘 어울리는 빌 머레이와 OST."
"294","죽지않는 인간들의 밤","7","비급호러나 병맛을 좋아하는 취향이라 나름 재미나게 봤음 ㅎㅎㅎ호불호가 있겠지만,  한국에 드문 장르라 개취로는 굿"
"295","클래식","10","인생 영화중  한편이지요.  정말  살인적인  연기력과  빨려드는  스토리와 슬픔."
"296","워터월드","10","개봉당시엔 말도안되서 저평가 받고 지금은 현실이 될거같으니 고평가받는듯"
"297","파이브 피트","10","그냥 이런 영화 보면 눈물이 좔좔 흐른다다른 로맨스들과 클리셰는 비슷할 지언정 이런 잔잔한 감성은 확실히 다른 듯"
"298","PMC: 더 벙커","10","넷플로 봤는데 3년간 본 영화 중 최고입니다.총과 전쟁이 주 스토리라 여자분들은 재미가 반감될수 있으나 남자분들은 강추 드립니다.북한이나 미국이나 뭐 정치적인 거는 다 떠나서....영상이 너무 좋습니다."
"299","그린 마일","10","어미어마한 명작이다! 감동에 또 감동..이런 인생 명작 이제서야..2021년에야 봤다.."
"300","극장판 귀멸의 칼날: 무한열차편","1","너무 역겹습니다 이런 일뽕에 차서 욱일기 사용하는 작가의 작품을 무비판적으로 수용하는 사람들이 너무 많다니 사람들이 점점 멍청해져 가는 것이 맞는 것 같습니다. 이거 보는 사람들 제발 정신 차리시고 책을 읽으시던지 산책을 하세요 제발 공부도 좀 하시고 운동도 하시는데 제발 일뽕 애니에 빠져서 정신 못 차리지만 마세요 연출 연기 스토리 영상미 OST 다 쓰레기 같습니다"
"301","니나 내나","10","분위기와 흐름이 자연스럽고 끝내 아름답고 사랑스러운 영화"
"302","해피뻐스데이","10","한씬 한씬 궁금해서 계속 보게되는 영화.."
"303","레드 닷","2","아 진짜 개는 건드리지 마라ㅡㅡ"
"304","온리 더 브레이브","7","일반인들이 알 수 없었던 소방관의 새로운 면모를 보여준 영화스토리가 전형적이긴 하나 볼 만은 하다"
"305","굿 윌 헌팅","10","It’s not your fault."
"306","군도:민란의 시대","10","잼있네. 시간 가는 줄 모르고 봤어."
"307","셰이프 오브 워터: 사랑의 모양","6","불필요한 장면과 어설픈 개연성과대평가 받은 작품"
"308","프리즈너","1","25분 버텼다 ㅜ.ㅜ 너무 하노 진짜 ㅋㅋㅋ"
"309","완벽한 타인","10","이 영화는 그냥 최고다... 몇번을 봐도 안 질리네"
"310","머니백","9","가볍게 보려했는데 연출과 코믹 케미 작렬"
"311","아수라","10","아니 이렇게 명작이 평점이 왜이리 낮음? 개 잼있는데.. 처음에 본것보다 두번째보니 명작이였네.."
"312","서치","7","인종주의적 설정의 한계."
"313","지구를 지켜라!","10","와 이런 영화가 있었어?.. 최근 신하균 배우님 연기에 빠져서 작품 찾다가 보게된영화 이건 장르가 뭐죠?.. SF 라고만 단정 짓기엔 미스터리 스릴러에 고어한 느낌도 있고 사회적 현실도 적절히 잘 반영된 블랙 코미디?.. 러닝 타임동안 이 영화의 온도차가 들쑥날쑥 하지만 전혀 이상하지 않은건 이캐릭터의 이배우들이 였기에 가능했던게 아닐까 정말 지구는 누가 지키죠? 여운이 오래 남아 몇번 더 찾아 보게 될듯 리메이크 희망해봅니다"
"314","마담 싸이코","8","스릴있는 영화지만 뻔한 스토리와 결말이 예상되는 내용 나쁜년 연기는 훌륭했다.발연기는 일품ㅋㅋ"
"315","미션 파서블","10","김영광 잘생겼다"
"316","향수 - 어느 살인자의 이야기","10","천재는 미친놈인 것 같아요"
"317","굿바이 그레이스","5","가족을 잃은 슬픔의 순간을 잘 전달하고 있는데, 전반적으로 무난하고 특색이 없다는 것이 단점이다."
"318","극장판 귀멸의 칼날: 무한열차편","10","재밌습니다 작화가 좋아요"
"319","남자가 사랑할 때","10","남자가 눈물 흐르게 만들었네요"
"320","러빙 빈센트","10","영화에서 연출된 모든 것이 서로 시너지를 내면서 작품을 완벽하게 만들었다 한가지 아쉬운건 내가 이 영화를 영화관에서 못 본거.."
"321","배드 사마리안","2","기대안하고 봤는데 너무 별로에요. 90년대에 복붙처럼 막 찍어댄 흔한 스릴러느낌. 괜찮은 소재였는데..감독이 못살렸어요. 소재가 너무 아깝습니다."
"322","뺑반","1","뜬금 신파야 참겠는데... 1도 없는 개연성... 허술한 액션... 의미없이 감수하는 위험.... 못 봐줄정도다.... 차뒤에 서서 쏴도 되는걸 굳이 길막고 쏘다 피하고... 온갖 복선이 다 너무 튀어서 앞날이 너무 뻔한데 차 액션도 구려... 긴박감도 없고... 염정화 역할도 오바스럽고... 아니 이 배우들 가져다 이렇게 낭비하는게 ㅋㅋㅋㅋ 진짜 그것도 기술이다... 연출력이 진짜 대박임... 어쩜 이리 재미없게 만드는지... 너무 뻔하게 흘러가는데 인물들의 행동이 다 그냥 맹목적이다. 맹목적으로 착하고 나쁘고 선하고 정의감넘치고... 그와중에 반전들마저 어설프고... 액션은 속도감대신 축축쳐진다. 배기음이 강렬하다고 속도감이 붙는게 아님... 중학생 수준의 스토리에... 제일 문제는 감독의 연출... 찍어놓고 아까워서 늘어난 영화시간까지... 뭐 괜찮은게 하나도 없다..."
"323","나이브스 아웃","10","위트가 살아있는 추리영화이며 한사람의 선한마음만으로 감동을 주는 영화"
"324","벤자민 버튼의 시간은 거꾸로 간다","10","2008년 개봉 당시 보고싶었던  그리고 청춘일때 봤다면 어떤 감정이 였을까 그리고 나에게 어떠한 영감을 줬을까2021년 지금. Bravo my life후회없이 도전하고 즐기며 성취하여 모든것을 사랑하라.그리고 벤저민처럼 나의 유산 기록은 꼭 남기자기록은 기억을 지배하니까"
"325","몬스터 헌터","3","어차피 후속편 만들거였으면 세계관과 드라마에 대해 고민해보는게 좋지 않았겠어? 뭐 내용이 읍써도 너무 읍다야!"
"326","덕구","10","뻔한 눈물장전 결말일줄알았는데 그렇지았않아서 좋았다. 엄마의 소중함을 다시한번 느낀영화."
"327","테넷","8","일어날일은 일어난다면 미래의 파괴된 환경은 결국 일어났고 과거에 환경이 망가지던 덜 망가지던 미래의 파괴된 환경은 이미 일어난 일인데 왜 굳이 미래인이 과거에 관여하려한건지 좀 이해가 안되네"
"328","비스티걸스","1","커쇼를 향해 가즈아~~~~!"
"329","판의 미로 - 오필리아와 세 개의 열쇠","8","기예르모 델 토로의 잔혹동화."
"330","극한직업","10","두번 봤는데 존잼 ㅠㅠ ㅋㅋㅋ"
"331","뷰티 인 더 글라스","8","중독이 떠오른다. 강한 결심으로 현실에 디딘 발의 무게로 금욕하지만 다시 원위치 되는 인간의 모습. 과연 주인공 아저씨는 결심을 지킨 것인가? 끊어 낼 수 있을까? 끊어야 한다. 모두가 그렇다면 좋은 세상이 되겠지."
"332","어톤먼트","6","와 개빡쳐 진짜... ost는 좋은데... 와... 진짜 단발머리 너어는.... 후..."
"333","라이프 오브 파이","10","죽기전에 안보면 손해인 영화"
"334","첨밀밀","10","단추 참~~~ 힘들게 채워준다"
"335","크리스마스 캐롤","10","정말 너무 재밌게 봤습니다"
"336","강철비2: 정상회담","6","국뽕도없고 답답하고 억지스럽고  미국대통령이 연기 제일 잘합니다"
"337","극장판 귀멸의 칼날: 무한열차편","10","보면 가슴이 웅장해지는 영화  2기 기다리면서 후유증이 너무 심하다 차라리 안 봤을 때로 돌아가고 싶다 너무 재미있다"
"338","가려진 시간","10","스토리가 너무 복잡하지 않은 환타지영화라서 보는데 스트레스가 없다. 영상미가 뛰어나고 배우들의 연기도 좋고 기승전결 스토리도 짜임새있다"
"339","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠를위한 영화 안보고후회하지말고 일단 보세요"
"340","세자매","8","김선영님의 연기는 가히 최고였지만  맡은 역할에 대해선 이해가 되지 않는 부분이 있다. 학대 받고 살아왔다고 저렇게 평생을  폭력을 인정하며 , 마치 그러는 편이 편해보인다는듯 산다고? 거기에는 동의 할 수 없다.장윤주님의 연기도 좋았지만 학교씬은 현실과는 너무 거리가 멀지 않았나 싶다.  다시 느끼지만 가정폭력을 인정하며 사는 순간  그건 인간이길 포기한거다"
"341","타락천사","9","퇴폐적인 화보집을 영상으로 보고온 느낌"
"342","디에고","7","조용히 살 수 없는 너무 많은 스포트라이트"
"343","그것만이 내 세상","10","인생 top5 영화.최고의 배우들"
"344","기방도령","9","조선시대 분위기를 가볍게 담으면서 시대배경을 잘 표현한거 같습니다."
"345","승리호","10","좋은데요? 기대 안하고 봤는데 한국영화 발전 많이한듯"
"346","그대, 고맙소 : 김호중 생애 첫 팬미팅 무비","10","넷플릭스로 지금 또 보고있는데그날의 감동이ㅠ 볼때마다 감동"
"347","극장판 귀멸의 칼날: 무한열차편","10","대사와 그림체 모두 기대이상 이었습니다ㅎㅎ넘 감동이었습니다ㅜㅜ"
"348","빽 투 더 퓨쳐 3","10","2021년에 다시봐도 미침. 죽여주는영화"
"349","체이싱","1","아 이게 무슨 3류 영화냐"
"350","커뮤터","9","오랜만에 흥미진진했던 영화 연기력은 말해뭐해... 좁은공간에서 주는 은근한 긴장감도 좋았다"
"351","미쓰백","10","진짜 너무 속상한 영화, 현실 그래도 마지막이 너무 속상하지 않아서 다행이였어요.한지민 최고!!"
"352","극장판 귀멸의 칼날: 무한열차편","10","애니를 원래 즐겨보는 사람은 아닌제 이걸 보고 느꼈음 귀칼은 정말 명작이라는 걸... 진짜 개재밌음 진짜 진ㅁ즈 진짜 이건 영화관에서 봐야함 정말 너무 재밌어여 꼭 보셍ㅛ 휴지 꼭 챙겨가시구요 넘 재밌다구여 정말 ㅠㅠㅠㅠ"
"353","세자매","10","누군가에게 꼭보라고 추천을 할만큼인진 모르겠지만내가 이영화를 봤다는게 참 행운이구나 느끼는영화"
"354","라스트 레터","6","이와이 슌지의 전작보다 많이 부족한 편지"
"355","PMC: 더 벙커","10","평점 너무낮네...ㅜ 볼만했는데"
"356","벤자민 버튼의 시간은 거꾸로 간다","10","사랑하는 사람들과 헤어질 수 밖에 없는 삶이란"
"357","세자매","10","디테일이 살아있음... 결혼해서 세자매가 저러는데 남편들이 불쌍함... 여자들은 감정 조절이 힘듬."
"358","티파니에서 아침을","8","Moon River 노래 너무 좋다.60년대인데 왠지 지금보다 세련된거 같다오드리헵번만 소화 할 수 있는 옷들 특히 맨처음에 검정드레스에 커피와 크루아상을 먹는 장면은 명장면이다."
"359","그랜드 부다페스트 호텔","10","보는내내 눈이 즐거운영화.보는장면이 모두 액자속 그림같은 어둡고 침침한 교도소안도 앤틱하고 분위기있게 그려내는  감독의 연츨력이 대단합니다.보고 후회하지않을 영화입니다."
"360","아마겟돈","10","영화도 물론인데 OST가 죽여줌"
"361","골든슬럼버","1","주인공이 착한역이요. 모자른역이요.애를 왜 저지경으로 만들어 놓나. 하. 할말이 없다. 감독누구나."
"362","마담 싸이코","8","사설탐정이 왜케 허술하고 멍청한거야"
"363","세자매","10","최근 본영화중에 최고"
"364","절대쌍교","10","어렸을 때 정말 재밌게 본 영화죠~ 유덕화, 임청하 멋있어요. 이화궁중도 멋있고~~"
"365","사랑은 비를 타고","7","singin'in the rain~고전 뮤지컬영화는 역시 굿탭댄스를 추는 장면이 제일 좋았다"
"366","완벽한 타인","10","극단적으로 표현했지만 우리 인생과 같다.주변을 돌아보게 되는 영화"
"367","소울","8","감독이 뭔가 너무 가르치고 싶어하는듯... 물론 끄덕여지는것은 있으나 현재를 살라는 내용의 명상 자기계발 이런것도 워낙 많아그런가  메세지도 약간 진부음악과 영상은 좋음 ^^"
"368","미션 파서블","10","다 필요없고 영화관에서 남자 둘이서 봄요"
"369","극장판 귀멸의 칼날: 무한열차편","8","중반까진 루즈한면이 있지만 후반부로 갈수록 재밌어요"
"370","가나의 혼인잔치: 언약","9","무시라....ㄷㄷㄷ 낮에 오시면 안 될까요 ㄷ"
"371","라스트 레터","10","무엇인가 닿을 듯 닿지 않는... 그러나, 그것이 주는 여운을 담아내는 이와이 슌지 감독다운 영화를 정말 오래간만에 마주했다. 대학생 무렵에 보았던 4월 이야기에서의 마츠 다카코가 이제는 중년의 아줌마가 된 것 처럼 비슷한 연배의 추억 이야기가 마치 과거에 경험했던 여운과 감동으로 또다시 느껴졌다. 20여년의 세월 후에 이런 작품을 또 다시 볼 수 있기를..."
"372","극장판 귀멸의 칼날: 무한열차편","10","그냥 개쩐다 이거는... 안본 시절로 돌라가고 싶다"
"373","온리 더 브레이브","10","감동그자체 강추 말로 표현을 못하겠다"
"374","극장판 귀멸의 칼날: 무한열차편","10","염주 죽은거 에바야...."
"375","클로젯","6","분수를 알고 삽시다. 지나친 열정은 욕심으로 발전한다."
"376","로빈 훗","6","늘어지는 호흡과 클리셰가 몰입하기 힘들지만, 블록버스터의 가치는 한다"
"377","소울","10","진짜 인생 영화일줄이야..진짜 인생 영화 맞았네요혼자 조용히 집중해서 또 보고싶은 영화에요"
"378","솔트","10","슈나이더가 백악관에 동지가 또 있다.라고 한순간 테드가 생각나면서 소름이 돋았다 . 안젤리나졸리 진짜 지구최강 멋있다"
"379","초이스","10","지금 순간이 최고인듯 살자"
"380","죽지않는 인간들의 밤","8","어이없는데 뭔가 웃겨요 ㅋ병맛웃음?ㅋ"
"381","최미역행","1","이 영화는 ""짱""입니다"
"382","퍼펙트 케어","10","스토리가 신선 미국에서는 실제로 이런가 싶기도 간만에 기대안하고 재밌게 본 작품"
"383","소울","7","오랜만에 힐링되는 영화였다."
